advertiserName;date;creativeType;deviceCategoryName;totalLineItemLevelImpressions;totalLineItemLevelClicks;totalLineItemLevelCtr;clickThroughConversions;viewThroughConversions
Cliente 1;27/06/2023;Custom template;Desktop;18816;485;0,02578;178;177
Cliente 1;27/06/2023;Third-party;SmartTV;9166;496;0,05411;416;304
Cliente 1;27/06/2023;HTML5;Smartphone;47691;394;0,00826;206;302
Cliente 1;27/06/2023;Other;SmartTV;719;443;0,61613;400;159
Cliente 1;27/06/2023;Other;Smartphone;2430;423;0,17407;231;483
Cliente 1;27/06/2023;Third-party;Tablet;45769;377;0,00824;170;50
Cliente 1;27/06/2023;Image;SmartTV;43239;341;0,00789;288;16
Cliente 1;27/06/2023;Other;Tablet;29960;443;0,01479;342;467
Cliente 1;27/06/2023;Programmatic;Tablet;46103;33;0,00072;15;411
Cliente 1;27/06/2023;Custom template;Tablet;31155;442;0,01419;402;188
Cliente 1;27/06/2023;Video creative sets;Smartphone;38688;396;0,01024;265;317
Cliente 1;27/06/2023;DoubleClick Rich Media;Desktop;8463;104;0,01229;35;246
Cliente 1;27/06/2023;DoubleClick Rich Media;SmartTV;33974;212;0,00624;75;380
Cliente 1;27/06/2023;Custom;SmartTV;4177;120;0,02873;2;59
Cliente 1;27/06/2023;DoubleClick Rich Media;Smartphone;36928;389;0,01053;98;407
Cliente 1;27/06/2023;Programmatic;Smartphone;10975;421;0,03836;367;331
Cliente 1;27/06/2023;Other;Desktop;40908;454;0,01110;273;185
Cliente 1;27/06/2023;Image;Tablet;22282;153;0,00687;121;147
Cliente 1;27/06/2023;Custom;Tablet;29702;134;0,00451;14;390
Cliente 1;27/06/2023;Programmatic;Smartphone;1476;97;0,06572;91;455
Cliente 1;27/06/2023;Image;SmartTV;2936;179;0,06097;175;487
Cliente 1;27/06/2023;Custom template;Smartphone;14915;60;0,00402;46;404
Cliente 1;27/06/2023;Custom;SmartTV;49650;425;0,00856;337;305
Cliente 1;27/06/2023;Image;Smartphone;22492;255;0,01134;142;211
Cliente 1;27/06/2023;HTML5;Desktop;33267;413;0,01241;41;336
Cliente 1;27/06/2023;Third-party;Smartphone;39065;24;0,00061;16;264
Cliente 1;27/06/2023;HTML5;Tablet;44247;133;0,00301;123;378
Cliente 1;27/06/2023;Programmatic;Desktop;20263;363;0,01791;358;187
Cliente 1;27/06/2023;Third-party;Desktop;21163;389;0,01838;312;318
Cliente 1;27/06/2023;Custom;Tablet;27395;351;0,01281;166;377
Cliente 1;27/06/2023;Programmatic;Desktop;24125;6;0,00025;6;198
Cliente 1;27/06/2023;Other;Tablet;30568;199;0,00651;159;378
Cliente 1;27/06/2023;Custom template;Smartphone;45845;64;0,00140;64;405
Cliente 1;27/06/2023;Video creative sets;Desktop;8838;464;0,05250;364;199
Cliente 1;27/06/2023;Image;Smartphone;25567;243;0,00950;108;404
Cliente 1;27/06/2023;Custom;SmartTV;19777;144;0,00728;84;372
Cliente 1;27/06/2023;DoubleClick Rich Media;Desktop;22178;140;0,00631;79;387
Cliente 1;27/06/2023;DoubleClick Rich Media;Desktop;11036;144;0,01305;90;325
Cliente 1;27/06/2023;Other;SmartTV;14276;393;0,02753;73;304
Cliente 1;27/06/2023;HTML5;Tablet;15610;451;0,02889;35;5
Cliente 1;27/06/2023;Programmatic;SmartTV;2464;290;0,11769;14;191
Cliente 1;27/06/2023;Custom template;SmartTV;34196;14;0,00041;12;174
Cliente 1;27/06/2023;Custom template;SmartTV;22612;368;0,01627;6;256
Cliente 1;27/06/2023;Third-party;SmartTV;27045;307;0,01135;286;182
Cliente 1;27/06/2023;Custom template;SmartTV;33266;128;0,00385;88;459
Cliente 1;27/06/2023;Other;Smartphone;31297;268;0,00856;172;75
Cliente 1;27/06/2023;Custom;Desktop;49661;144;0,00290;114;368
Cliente 1;27/06/2023;HTML5;Smartphone;1864;123;0,06599;30;409
Cliente 1;27/06/2023;Custom template;SmartTV;49032;12;0,00024;11;452
Cliente 1;27/06/2023;Custom template;Tablet;31305;326;0,01041;228;125
Cliente 1;27/06/2023;Video creative sets;Smartphone;44517;488;0,01096;237;225
Cliente 1;27/06/2023;Video creative sets;SmartTV;4249;75;0,01765;68;246
Cliente 1;27/06/2023;DoubleClick Rich Media;SmartTV;21905;239;0,01091;156;48
Cliente 1;27/06/2023;Other;Tablet;39070;317;0,00811;218;487
Cliente 1;27/06/2023;Custom template;Tablet;41976;437;0,01041;263;376
Cliente 1;27/06/2023;HTML5;Desktop;15565;327;0,02101;38;491
Cliente 1;27/06/2023;Video creative sets;Tablet;12456;183;0,01469;96;391
Cliente 1;27/06/2023;Custom;Desktop;17191;359;0,02088;244;105
Cliente 1;27/06/2023;DoubleClick Rich Media;Tablet;12390;332;0,02680;227;62
Cliente 1;27/06/2023;Third-party;Smartphone;21462;164;0,00764;101;443
Cliente 1;27/06/2023;DoubleClick Rich Media;Smartphone;36826;286;0,00777;263;435
Cliente 1;27/06/2023;Custom template;Desktop;41796;473;0,01132;247;177
Cliente 1;28/06/2023;Custom template;SmartTV;1710;59;0,03450;16;222
Cliente 1;28/06/2023;Image;SmartTV;17441;24;0,00138;19;387
Cliente 1;28/06/2023;Image;SmartTV;4946;116;0,02345;68;459
Cliente 1;28/06/2023;Third-party;SmartTV;11091;219;0,01975;82;180
Cliente 1;28/06/2023;Video creative sets;Smartphone;9059;42;0,00464;41;437
Cliente 1;28/06/2023;Programmatic;Smartphone;10201;132;0,01294;123;474
Cliente 1;28/06/2023;Image;SmartTV;36276;483;0,01331;110;117
Cliente 1;28/06/2023;Custom;Smartphone;30376;434;0,01429;76;92
Cliente 1;28/06/2023;Custom;Desktop;37976;268;0,00706;239;381
Cliente 1;28/06/2023;Third-party;Smartphone;20751;490;0,02361;119;153
Cliente 1;28/06/2023;Other;Desktop;2708;96;0,03545;38;389
Cliente 1;28/06/2023;Programmatic;Tablet;1453;482;0,33173;27;144
Cliente 1;28/06/2023;Programmatic;Tablet;34045;46;0,00135;41;435
Cliente 1;28/06/2023;Programmatic;Smartphone;47289;146;0,00309;10;89
Cliente 1;28/06/2023;HTML5;Tablet;44519;372;0,00836;76;35
Cliente 1;28/06/2023;Image;SmartTV;49581;381;0,00768;256;330
Cliente 1;28/06/2023;Programmatic;Tablet;41557;17;0,00041;15;394
Cliente 1;28/06/2023;Custom;Desktop;15952;388;0,02432;150;17
Cliente 1;28/06/2023;Other;SmartTV;31965;313;0,00979;137;248
Cliente 1;28/06/2023;Third-party;SmartTV;37759;280;0,00742;35;245
Cliente 1;28/06/2023;Image;SmartTV;25059;184;0,00734;145;5
Cliente 1;28/06/2023;Video creative sets;Tablet;13350;38;0,00285;7;420
Cliente 1;28/06/2023;Custom;Tablet;6300;269;0,04270;105;271
Cliente 1;28/06/2023;Programmatic;SmartTV;43497;230;0,00529;45;379
Cliente 1;28/06/2023;Video creative sets;Tablet;3622;395;0,10906;365;74
Cliente 1;28/06/2023;Custom template;SmartTV;3608;204;0,05654;92;55
Cliente 1;28/06/2023;Custom template;Tablet;5748;81;0,01409;66;248
Cliente 1;28/06/2023;Custom;Smartphone;19003;178;0,00937;10;336
Cliente 1;28/06/2023;HTML5;Tablet;7810;419;0,05365;365;88
Cliente 1;28/06/2023;Image;Smartphone;45642;350;0,00767;44;361
Cliente 1;28/06/2023;Programmatic;Tablet;25427;395;0,01553;22;313
Cliente 1;28/06/2023;Third-party;Desktop;27697;388;0,01401;383;289
Cliente 1;28/06/2023;Custom;Desktop;44038;394;0,00895;35;323
Cliente 1;28/06/2023;DoubleClick Rich Media;Tablet;13414;41;0,00306;9;147
Cliente 1;28/06/2023;Image;Desktop;23781;300;0,01262;193;326
Cliente 1;28/06/2023;Custom;Smartphone;19108;127;0,00665;42;262
Cliente 1;28/06/2023;Video creative sets;SmartTV;31136;245;0,00787;76;436
Cliente 1;28/06/2023;Third-party;Tablet;46650;285;0,00611;185;165
Cliente 1;28/06/2023;Custom template;Smartphone;3769;414;0,10984;271;342
Cliente 1;28/06/2023;DoubleClick Rich Media;Smartphone;24590;262;0,01065;222;456
Cliente 1;28/06/2023;Programmatic;SmartTV;17911;403;0,02250;312;52
Cliente 1;28/06/2023;Custom template;Smartphone;11461;70;0,00611;52;109
Cliente 1;28/06/2023;Image;SmartTV;42683;144;0,00337;14;453
Cliente 1;28/06/2023;DoubleClick Rich Media;Desktop;15049;461;0,03063;410;72
Cliente 1;28/06/2023;DoubleClick Rich Media;Tablet;45182;274;0,00606;8;470
Cliente 1;28/06/2023;Video creative sets;Smartphone;15722;83;0,00528;4;229
Cliente 1;28/06/2023;Video creative sets;Smartphone;1405;11;0,00783;9;284
Cliente 1;28/06/2023;Programmatic;SmartTV;48771;120;0,00246;41;213
Cliente 1;28/06/2023;Programmatic;Tablet;22243;196;0,00881;105;111
Cliente 1;28/06/2023;HTML5;Smartphone;42158;106;0,00251;14;238
Cliente 1;28/06/2023;Custom template;Tablet;10182;54;0,00530;13;52
Cliente 1;28/06/2023;Third-party;SmartTV;14194;1;0,00007;1;177
Cliente 1;28/06/2023;HTML5;SmartTV;2001;203;0,10145;197;78
Cliente 1;28/06/2023;Custom template;Tablet;5415;91;0,01681;60;232
Cliente 1;28/06/2023;Custom template;Tablet;42971;110;0,00256;25;89
Cliente 1;28/06/2023;Other;Desktop;20011;178;0,00890;129;443
Cliente 1;28/06/2023;Video creative sets;SmartTV;46761;186;0,00398;46;475
Cliente 1;28/06/2023;Custom template;Tablet;17141;499;0,02911;75;445
Cliente 1;28/06/2023;Video creative sets;Smartphone;24837;262;0,01055;183;174
Cliente 1;28/06/2023;DoubleClick Rich Media;Desktop;33409;157;0,00470;10;45
Cliente 1;28/06/2023;HTML5;SmartTV;23193;270;0,01164;258;66
Cliente 1;28/06/2023;HTML5;SmartTV;25047;42;0,00168;1;468
Cliente 1;28/06/2023;Programmatic;Smartphone;38924;321;0,00825;201;462
Cliente 1;28/06/2023;Third-party;Tablet;39882;61;0,00153;18;309
Cliente 1;29/06/2023;Custom template;Desktop;33095;227;0,00686;102;194
Cliente 1;29/06/2023;Third-party;SmartTV;47965;422;0,00880;398;111
Cliente 1;29/06/2023;Image;SmartTV;28828;193;0,00669;94;279
Cliente 1;29/06/2023;DoubleClick Rich Media;Smartphone;39677;273;0,00688;144;387
Cliente 1;29/06/2023;Programmatic;Tablet;12626;474;0,03754;59;51
Cliente 1;29/06/2023;Video creative sets;SmartTV;31380;85;0,00271;6;409
Cliente 1;29/06/2023;Third-party;Desktop;128;500;3,90625;150;495
Cliente 1;29/06/2023;HTML5;Desktop;11914;77;0,00646;63;454
Cliente 1;29/06/2023;Custom template;Tablet;26556;489;0,01841;300;142
Cliente 1;29/06/2023;Custom template;Smartphone;11639;245;0,02105;95;456
Cliente 1;29/06/2023;HTML5;Smartphone;8304;207;0,02493;104;179
Cliente 1;29/06/2023;Video creative sets;Desktop;14061;215;0,01529;110;204
Cliente 1;29/06/2023;DoubleClick Rich Media;Tablet;14692;477;0,03247;70;56
Cliente 1;29/06/2023;Programmatic;Smartphone;3429;465;0,13561;172;84
Cliente 1;29/06/2023;Video creative sets;Tablet;17556;201;0,01145;189;391
Cliente 1;29/06/2023;Third-party;Desktop;41728;14;0,00034;8;158
Cliente 1;29/06/2023;Image;Smartphone;33052;25;0,00076;23;199
Cliente 1;29/06/2023;Custom template;Desktop;5749;102;0,01774;92;111
Cliente 1;29/06/2023;Other;Tablet;28316;253;0,00893;44;114
Cliente 1;29/06/2023;Custom template;Smartphone;9573;271;0,02831;138;283
Cliente 1;29/06/2023;Other;SmartTV;26545;446;0,01680;109;247
Cliente 1;29/06/2023;Programmatic;Tablet;47730;103;0,00216;19;479
Cliente 1;29/06/2023;Image;Tablet;12207;493;0,04039;418;481
Cliente 1;29/06/2023;Custom template;Desktop;4127;4;0,00097;1;398
Cliente 1;29/06/2023;HTML5;Desktop;32875;120;0,00365;57;284
Cliente 1;29/06/2023;Custom;Smartphone;4310;360;0,08353;353;6
Cliente 1;29/06/2023;Custom template;SmartTV;48890;247;0,00505;78;259
Cliente 1;29/06/2023;Image;Smartphone;3803;96;0,02524;49;44
Cliente 1;29/06/2023;HTML5;Desktop;12891;49;0,00380;8;255
Cliente 1;29/06/2023;DoubleClick Rich Media;Smartphone;34180;382;0,01118;256;432
Cliente 1;29/06/2023;Image;SmartTV;19923;111;0,00557;47;394
Cliente 1;29/06/2023;Third-party;Desktop;34086;357;0,01047;196;341
Cliente 1;29/06/2023;Video creative sets;Tablet;32812;466;0,01420;356;382
Cliente 1;29/06/2023;Custom;Desktop;39251;435;0,01108;180;438
Cliente 1;29/06/2023;Other;SmartTV;2557;467;0,18264;253;100
Cliente 1;29/06/2023;Programmatic;Smartphone;44074;18;0,00041;5;411
Cliente 1;29/06/2023;Image;Smartphone;40225;417;0,01037;312;167
Cliente 1;29/06/2023;Image;Tablet;20548;202;0,00983;85;366
Cliente 1;29/06/2023;Other;Smartphone;16346;494;0,03022;118;30
Cliente 1;29/06/2023;Programmatic;Desktop;41649;361;0,00867;28;63
Cliente 1;29/06/2023;Programmatic;Desktop;7044;259;0,03677;128;454
Cliente 1;29/06/2023;Custom;Desktop;37048;36;0,00097;26;406
Cliente 1;29/06/2023;Third-party;Tablet;49443;140;0,00283;38;390
Cliente 1;29/06/2023;Other;SmartTV;21809;214;0,00981;79;308
Cliente 1;29/06/2023;DoubleClick Rich Media;Smartphone;31600;228;0,00722;8;446
Cliente 1;29/06/2023;Custom template;Smartphone;28301;181;0,00640;66;476
Cliente 1;29/06/2023;Image;SmartTV;49603;389;0,00784;381;345
Cliente 1;29/06/2023;DoubleClick Rich Media;Tablet;843;379;0,44958;113;368
Cliente 1;29/06/2023;Custom;SmartTV;2682;111;0,04139;55;194
Cliente 1;29/06/2023;Programmatic;SmartTV;35807;2;0,00006;2;486
Cliente 1;29/06/2023;Third-party;Tablet;44789;213;0,00476;140;421
Cliente 1;29/06/2023;Custom;SmartTV;28864;96;0,00333;80;338
Cliente 1;29/06/2023;Other;Smartphone;22316;63;0,00282;22;378
Cliente 1;29/06/2023;Custom;Desktop;17939;409;0,02280;43;171
Cliente 1;29/06/2023;Custom template;Tablet;16913;443;0,02619;305;85
Cliente 1;29/06/2023;Third-party;Smartphone;14182;420;0,02962;136;118
Cliente 1;29/06/2023;Video creative sets;Smartphone;49364;472;0,00956;223;24
Cliente 1;29/06/2023;Third-party;SmartTV;4864;73;0,01501;45;406
Cliente 1;29/06/2023;Video creative sets;Tablet;41530;163;0,00392;21;50
Cliente 1;29/06/2023;Programmatic;Smartphone;15593;18;0,00115;11;449
Cliente 1;29/06/2023;Video creative sets;Desktop;37138;300;0,00808;52;342
Cliente 1;29/06/2023;Image;Tablet;44096;483;0,01095;322;164
Cliente 1;29/06/2023;Video creative sets;Desktop;41977;339;0,00808;59;290
Cliente 1;29/06/2023;HTML5;Smartphone;18723;214;0,01143;93;146
Cliente 1;29/06/2023;Programmatic;SmartTV;18974;88;0,00464;68;469
Cliente 1;29/06/2023;Custom template;Smartphone;27407;416;0,01518;275;256
Cliente 1;29/06/2023;DoubleClick Rich Media;SmartTV;4493;85;0,01892;54;93
Cliente 1;29/06/2023;Image;Smartphone;8724;225;0,02579;148;394
Cliente 1;29/06/2023;Image;Desktop;48243;113;0,00234;32;10
Cliente 1;29/06/2023;Image;Tablet;45441;120;0,00264;59;366
Cliente 1;29/06/2023;Video creative sets;SmartTV;18645;374;0,02006;30;386
Cliente 1;29/06/2023;HTML5;Desktop;31381;20;0,00064;12;281
Cliente 1;29/06/2023;Third-party;SmartTV;35527;175;0,00493;49;126
Cliente 1;29/06/2023;Programmatic;Smartphone;40522;404;0,00997;249;242
Cliente 1;29/06/2023;Image;SmartTV;41258;178;0,00431;160;495
Cliente 1;29/06/2023;Custom template;SmartTV;24618;75;0,00305;74;147
Cliente 1;29/06/2023;Other;SmartTV;34940;259;0,00741;154;36
Cliente 1;29/06/2023;DoubleClick Rich Media;Tablet;17614;350;0,01987;250;52
Cliente 1;29/06/2023;DoubleClick Rich Media;SmartTV;29562;70;0,00237;23;305
Cliente 1;29/06/2023;Video creative sets;SmartTV;3926;289;0,07361;66;360
Cliente 1;30/06/2023;Video creative sets;Desktop;16554;407;0,02459;342;441
Cliente 1;30/06/2023;HTML5;Desktop;32104;316;0,00984;151;299
Cliente 1;30/06/2023;Image;Smartphone;594;66;0,11111;46;433
Cliente 1;30/06/2023;HTML5;Tablet;14857;312;0,02100;233;361
Cliente 1;30/06/2023;Other;Tablet;7287;208;0,02854;101;421
Cliente 1;30/06/2023;Image;Desktop;17676;43;0,00243;11;189
Cliente 1;30/06/2023;Video creative sets;Smartphone;16981;90;0,00530;42;78
Cliente 1;30/06/2023;HTML5;Tablet;38828;307;0,00791;196;455
Cliente 1;30/06/2023;DoubleClick Rich Media;Desktop;13067;116;0,00888;63;284
Cliente 1;30/06/2023;Third-party;SmartTV;44239;78;0,00176;3;381
Cliente 1;30/06/2023;Other;Tablet;28730;275;0,00957;200;97
Cliente 1;30/06/2023;Other;Desktop;38972;355;0,00911;12;344
Cliente 1;30/06/2023;Image;Desktop;6441;235;0,03649;193;274
Cliente 1;30/06/2023;Image;Desktop;9202;464;0,05042;141;21
Cliente 1;30/06/2023;Programmatic;Tablet;27506;348;0,01265;261;264
Cliente 1;30/06/2023;Programmatic;Desktop;26440;124;0,00469;30;96
Cliente 1;30/06/2023;Custom template;Tablet;49305;133;0,00270;111;92
Cliente 1;30/06/2023;HTML5;Smartphone;1102;162;0,14701;26;347
Cliente 1;30/06/2023;Custom;Tablet;41040;408;0,00994;124;420
Cliente 1;30/06/2023;HTML5;Desktop;26079;234;0,00897;223;386
Cliente 1;30/06/2023;Custom;Tablet;9500;294;0,03095;159;58
Cliente 1;30/06/2023;Programmatic;Tablet;13118;55;0,00419;17;476
Cliente 1;30/06/2023;Third-party;SmartTV;29745;425;0,01429;305;93
Cliente 1;30/06/2023;Other;Desktop;30992;82;0,00265;64;33
Cliente 1;30/06/2023;DoubleClick Rich Media;Tablet;18484;174;0,00941;67;10
Cliente 1;30/06/2023;Video creative sets;SmartTV;40266;106;0,00263;36;225
Cliente 1;30/06/2023;Custom template;Tablet;26031;494;0,01898;251;455
Cliente 1;30/06/2023;HTML5;Tablet;255;33;0,12941;15;43
Cliente 1;30/06/2023;Custom;Desktop;7467;236;0,03161;13;214
Cliente 1;30/06/2023;Custom template;Smartphone;14018;474;0,03381;311;208
Cliente 1;30/06/2023;Third-party;Tablet;46583;254;0,00545;165;5
Cliente 1;30/06/2023;Custom;Smartphone;29272;302;0,01032;14;434
Cliente 1;30/06/2023;Custom template;Desktop;26868;320;0,01191;224;490
Cliente 1;30/06/2023;Custom;Desktop;15247;341;0,02237;162;416
Cliente 1;30/06/2023;HTML5;Smartphone;47777;24;0,00050;17;3
Cliente 1;30/06/2023;HTML5;Smartphone;38270;251;0,00656;103;308
Cliente 1;30/06/2023;Third-party;Desktop;22635;58;0,00256;51;391
Cliente 1;30/06/2023;Video creative sets;SmartTV;29330;402;0,01371;149;395
Cliente 1;30/06/2023;Image;SmartTV;26322;113;0,00429;9;87
Cliente 1;30/06/2023;Third-party;Desktop;12154;107;0,00880;55;101
Cliente 1;30/06/2023;Image;Smartphone;12101;87;0,00719;69;212
Cliente 1;30/06/2023;DoubleClick Rich Media;Desktop;34300;151;0,00440;126;481
Cliente 1;30/06/2023;Third-party;Smartphone;19655;64;0,00326;19;412
Cliente 1;30/06/2023;Custom template;SmartTV;16781;308;0,01835;83;3
Cliente 1;30/06/2023;HTML5;Tablet;15509;50;0,00322;49;74
Cliente 1;30/06/2023;Custom template;SmartTV;44488;31;0,00070;29;243
Cliente 1;30/06/2023;HTML5;SmartTV;33938;428;0,01261;3;55
Cliente 1;30/06/2023;Third-party;Tablet;32828;452;0,01377;150;460
Cliente 1;30/06/2023;Programmatic;Tablet;1494;120;0,08032;97;73
Cliente 1;30/06/2023;Custom;Smartphone;30340;142;0,00468;6;330
Cliente 1;30/06/2023;Image;Smartphone;47363;170;0,00359;21;187
Cliente 1;30/06/2023;DoubleClick Rich Media;Smartphone;202;28;0,13861;4;377
Cliente 1;30/06/2023;Custom;Desktop;37023;5;0,00014;4;364
Cliente 1;30/06/2023;Third-party;Smartphone;30454;368;0,01208;264;273
Cliente 1;30/06/2023;Custom;SmartTV;4714;40;0,00849;16;452
Cliente 1;30/06/2023;Third-party;SmartTV;32805;224;0,00683;196;288
Cliente 1;30/06/2023;Video creative sets;Desktop;28552;132;0,00462;50;387
Cliente 1;30/06/2023;Custom template;Smartphone;12338;102;0,00827;92;468
Cliente 1;30/06/2023;Video creative sets;Desktop;29018;333;0,01148;111;235
Cliente 1;30/06/2023;HTML5;Smartphone;27689;40;0,00144;6;65
Cliente 1;30/06/2023;Third-party;Tablet;46510;402;0,00864;9;220
Cliente 1;30/06/2023;Image;SmartTV;37194;274;0,00737;159;116
Cliente 1;30/06/2023;Custom;Smartphone;14961;88;0,00588;34;495
Cliente 1;30/06/2023;Other;Smartphone;38965;156;0,00400;154;149
Cliente 1;30/06/2023;Programmatic;Desktop;30232;23;0,00076;21;62
Cliente 1;30/06/2023;Third-party;SmartTV;23165;185;0,00799;22;301
Cliente 1;30/06/2023;Custom template;SmartTV;27210;128;0,00470;26;292
Cliente 1;30/06/2023;Custom template;SmartTV;44126;194;0,00440;83;393
Cliente 1;01/07/2023;Video creative sets;Desktop;24195;51;0,00211;25;441
Cliente 1;01/07/2023;Video creative sets;Tablet;21958;188;0,00856;185;72
Cliente 1;01/07/2023;Custom;Tablet;5231;207;0,03957;147;152
Cliente 1;01/07/2023;Custom;Desktop;20658;189;0,00915;78;313
Cliente 1;01/07/2023;Programmatic;SmartTV;38489;125;0,00325;118;168
Cliente 1;01/07/2023;HTML5;Smartphone;40308;363;0,00901;347;372
Cliente 1;01/07/2023;DoubleClick Rich Media;Smartphone;13301;140;0,01053;101;371
Cliente 1;01/07/2023;DoubleClick Rich Media;Smartphone;18246;197;0,01080;140;309
Cliente 1;01/07/2023;Custom template;Tablet;10851;412;0,03797;137;412
Cliente 1;01/07/2023;DoubleClick Rich Media;SmartTV;27010;420;0,01555;351;444
Cliente 1;01/07/2023;HTML5;Tablet;19416;238;0,01226;209;148
Cliente 1;01/07/2023;Custom;Tablet;16278;1;0,00006;1;392
Cliente 1;01/07/2023;Custom;Tablet;36401;199;0,00547;100;244
Cliente 1;01/07/2023;Image;Smartphone;47609;336;0,00706;136;330
Cliente 1;01/07/2023;HTML5;Smartphone;49413;479;0,00969;371;131
Cliente 1;01/07/2023;Third-party;Smartphone;47472;76;0,00160;2;314
Cliente 1;01/07/2023;HTML5;SmartTV;5306;320;0,06031;40;484
Cliente 1;01/07/2023;HTML5;SmartTV;12571;202;0,01607;144;6
Cliente 1;01/07/2023;Custom;Desktop;534;450;0,84270;435;159
Cliente 1;01/07/2023;Programmatic;Tablet;24122;472;0,01957;407;344
Cliente 1;01/07/2023;Third-party;Smartphone;20857;197;0,00945;137;290
Cliente 1;01/07/2023;Custom template;Desktop;33737;280;0,00830;160;90
Cliente 1;01/07/2023;Third-party;Smartphone;48927;341;0,00697;213;403
Cliente 1;01/07/2023;Custom;Desktop;24288;299;0,01231;43;295
Cliente 1;01/07/2023;HTML5;Smartphone;41574;463;0,01114;458;51
Cliente 1;01/07/2023;Programmatic;Desktop;26909;393;0,01460;47;350
Cliente 1;01/07/2023;HTML5;Smartphone;41264;81;0,00196;21;246
Cliente 1;01/07/2023;Other;Smartphone;48621;281;0,00578;122;124
Cliente 1;01/07/2023;DoubleClick Rich Media;SmartTV;36534;426;0,01166;81;159
Cliente 1;01/07/2023;Custom;Desktop;3609;425;0,11776;371;75
Cliente 1;01/07/2023;Programmatic;SmartTV;24381;219;0,00898;16;20
Cliente 1;01/07/2023;Image;SmartTV;33100;158;0,00477;105;179
Cliente 1;01/07/2023;DoubleClick Rich Media;SmartTV;18051;146;0,00809;14;103
Cliente 1;01/07/2023;HTML5;SmartTV;41813;445;0,01064;403;165
Cliente 1;01/07/2023;Image;SmartTV;7283;274;0,03762;243;174
Cliente 1;01/07/2023;Programmatic;Tablet;34790;129;0,00371;23;125
Cliente 1;01/07/2023;Programmatic;SmartTV;45477;111;0,00244;77;92
